,Address,Locality,Region,Postal Code,Price,SQFT House,SQFT Lot,Full Baths,Half Baths,Bedrooms,Garage,Master Bath,Cooling,Heating,Elementary School,Middle School,High School,School District,Annual Tax,House Type,Build Year,Updated,Neighborhood,Association Monthly,Schoool District
318,5811 N Philip St,Philadelphia,PA,19120,165000,1800,758,1,1,3,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1344,Multi family,1945,05/16/2020,['Olney'],['0'],53.0
319,4732 Marple St,Philadelphia,PA,19136,130000,1240,988,1,1,3,[],[],[],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1452,Multi family,1953,05/16/2020,['North Delaware'],['0'],53.0
320,345 E Claremont Rd,Philadelphia,PA,19120,205000,1152,1599,2,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1974,Multi family,1955,05/16/2020,['Upper North District'],['0'],53.0
321,3850 Woodhaven Rd Unit 705,Philadelphia,PA,19154,125000,880,[],1,[''],2,[],[],[],[],[],[],[],[],[],Condo,1980,05/17/2020,['Far Northeast Philadelphia'],[],
322,3126 G St,Philadelphia,PA,19134,94500,1120,816,1,[''],3,[],[],[],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,820,Multi family,1920,05/16/2020,['Kensington'],['0'],53.0
323,5719 Cedar Ave,Philadelphia,PA,19143,95000,1360,1280,1,[''],4,[],[],[],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1256,Multi family,1925,05/15/2020,['Cobbs Creek'],['0'],53.0
324,2562 N Gratz St,Philadelphia,PA,19132,35000,1026,696,1,[''],3,[],[],[],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,386,Multi family,1925,05/15/2020,['Lower North'],['0'],53.0
325,2050 N 3rd St,Philadelphia,PA,19122,133000,2592,900,5,[''],6,[],[],['Window Unit(s)'],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2800,[],1920,[],['Lower North'],['0'],53.0
326,2936 Passmore St,Philadelphia,PA,19149,128000,1146,[],1,[''],2,[],[],[],[],[],[],[],[],[],Multi family,1945,05/15/2020,['North Delaware'],[],
327,2926 New Hope St,Philadelphia,PA,19145,225000,1120,[],1,1,3,[],[],[],[],[],[],[],[],[],Multi family,1950,05/15/2020,['Grays Ferry'],[],
328,1228 N Dover St,Philadelphia,PA,19121,450000,2185,279,3,[''],3,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,190,Land,[],05/16/2020,['Lower North'],['0'],53.0
329,3263 Chatham St,Philadelphia,PA,19134,57500,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/15/2020,['Richmond'],[],
330,2028 Wilder St,Philadelphia,PA,19146,107000,956,[],1,[''],2,[],[],[],[],[],[],[],[],[],Multi family,1923,05/16/2020,['South Philadelphia'],[],
331,7406 Dicks Ave,Philadelphia,PA,19153,147500,860,2209,1,1,2,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1671,Multi family,1920,05/15/2020,['Southwest Philadelphia'],['0'],53.0
332,2427 N 15th St,Philadelphia,PA,19132,60000,1240,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/15/2020,['Lower North'],[],
333,2117 Fernon St,Philadelphia,PA,19145,95000,[],[],1,[''],[],[],[],[],[],[],[],[],[],[],Single family,[],05/16/2020,['South Philadelphia'],[],
334,779 N 27th St,Philadelphia,PA,19130,430000,1424,[],[],[],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Center City'],[],
335,1934 N Myrtlewood St,Philadelphia,PA,19121,63400,880,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/16/2020,['Lower North'],[],
336,3538 N Warnock St,Philadelphia,PA,19140,68200,896,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1935,05/15/2020,['Franklinville'],[],
337,1913 E Seltzer St,Philadelphia,PA,19134,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/16/2020,['Richmond'],[],
338,4329 Boone St,Philadelphia,PA,19128,674900,2729,[],3,[''],[],[],[],[],[],[],[],[],[],[],Multi family,2013,05/15/2020,['Lower Northwest'],[],
339,1805 N Judson St,Philadelphia,PA,19121,100000,912,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Lower North'],[],
340,1926 E Cumberland St,Philadelphia,PA,19125,485000,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,[],05/16/2020,['River Wards'],[],
341,3125 N 35th St,Philadelphia,PA,19132,297900,1536,[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,1940,05/17/2020,['Upper North Philadelphia'],[],
342,742 S 2nd St,Philadelphia,PA,19147,255000,1140,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/15/2020,['Queen Village'],[],
343,442 Oriole St,Philadelphia,PA,19128,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/15/2020,['Dearnley Park'],[],
344,1407 S Marston St,Philadelphia,PA,19146,105000,1070,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Grays Ferry'],[],
345,2322 N 12th St,Philadelphia,PA,19133,30000,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/17/2020,['Lower North'],[],
346,2043 Brandywine St,Philadelphia,PA,19130,479000,1733,[],[],[],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Center City'],[],
347,4313 Marple St,Philadelphia,PA,19136,131000,1200,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1950,05/16/2020,['North Delaware'],[],
348,2101 Market St Unit 3408,Philadelphia,PA,19103,456500,761,[],1,[''],[],[],[],[],[],[],[],[],[],[],Condo,2008,05/17/2020,['Center City'],[],
349,2526 W Montgomery Ave,Philadelphia,PA,19121,175000,1080,[],2,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/16/2020,['Lower North'],[],
350,440 W Mermaid Ln,Philadelphia,PA,19118,2100000,7888,69198,5,3,6,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,25390,Single family,1925,05/15/2020,['Chestnut Hill'],['0'],53.0
351,2000 Parrish St,Philadelphia,PA,19130,685000,2889,960,2,2,4,[],11,['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2621,Multi family,2013,05/15/2020,['Center City'],['0'],53.0
352,6451 N Sydenham St,Philadelphia,PA,19126,226000,1870,1245,2,[''],3,[],[],['Central A/C'],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1429,Multi family,1925,05/15/2020,['West Oak Lane'],['0'],53.0
353,3718 Vale Ln,Philadelphia,PA,19114,243000,1242,[],2,[''],3,[],[],['Central A/C'],['Forced Air Heating'],"['Elementary School: JOHN HANCOCK SCHOOL ', 'Elementary School: JOHN HANCOCK SCHOOL']",[],"['High School: GEORGE WASHINGTON ', 'High School: GEORGE WASHINGTON']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2797,Multi family,1988,05/16/2020,['Morrell Park'],['0'],53.0
354,760 N Ringgold St,Philadelphia,PA,19130,685000,1750,805,2,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4358,Multi family,1920,05/15/2020,['Center City'],['0'],53.0
355,1329 Unity St,Philadelphia,PA,19124,154000,1204,2987,2,[''],4,[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,917,Multi family,1935,05/16/2020,[],['0'],53.0
356,4227 Griscom St,Philadelphia,PA,19124,125000,1196,1099,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],"['Elementary School: ALLEN M', 'Elementary School: ALLEN M']","['Middle School: ALLEN M', 'Middle School: ALLEN M']","['High School: FRANKFORD ', 'High School: FRANKFORD']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,833,Multi family,1940,05/16/2020,['Kensington'],['0'],53.0
357,1221 Shackamaxon St Unit 18,Philadelphia,PA,19125,520000,1244,[],2,[''],2,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4776,Condo,2007,05/17/2020,[],['370'],53.0
358,7319 Valley Ave,Philadelphia,PA,19128,300000,1621,2874,1,1,3,[],[],['Central A/C'],['Central Heating'],"['Elementary School: SHAWMONT ', 'Elementary School: SHAWMONT']",[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3929,Single family,1959,05/15/2020,['Upper Roxborough'],['0'],53.0
359,1821 Fitzwater St,Philadelphia,PA,19146,690000,1900,828,2,1,3,[],11,['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,8057,Multi family,1925,05/16/2020,['Center City'],['0'],53.0
360,1412 S Bouvier St,Philadelphia,PA,19146,440000,2300,672,2,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1866,Multi family,1920,05/16/2020,['South Philadelphia'],['0'],53.0
361,5709 N Front St,Philadelphia,PA,19120,170000,1362,1615,1,1,3,[],[],[],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1631,Multi family,1945,05/16/2020,['Olney'],['0'],53.0
362,9120 Springview Rd,Philadelphia,PA,19115,270000,1548,[],2,1,3,[],11,[],[],[],[],[],[],[],Single family,1999,05/16/2020,['Bustleton'],[],
363,881 N Woodstock St,Philadelphia,PA,19130,414000,1200,1020,1,[''],3,[],[],['Window Unit(s)'],['Hot Water'],"['Elementary School: BACHE', 'Elementary School: BACHE']","['Middle School: BACHE', 'Middle School: BACHE']",[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,5519,Multi family,1935,05/15/2020,['Center City'],['0'],53.0
364,116 W Logan St,Philadelphia,PA,19144,125000,2220,[],1,1,6,[],[],[],[],[],[],[],[],[],Single family,1920,05/15/2020,['Upper Northwest'],[],
365,5930 N Water St,Philadelphia,PA,19120,174629,1104,1388,1,[''],3,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1473,Multi family,1925,05/16/2020,['Olney'],['0'],53.0
366,3321 N 17th St,Philadelphia,PA,19140,260000,2740,1986,[],[],0,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2286,Multi family,1940,05/15/2020,['Upper North Philadelphia'],[],53.0
367,348 Delmar St,Philadelphia,PA,19128,240000,1500,2624,1,1,3,[],11,[],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1974,Single family,1900,05/15/2020,['Germany Hill'],['0'],53.0
368,929 Orianna St N,Philadelphia,PA,19123,1000000,2951,4356,3,1,3,[],11,['Central A/C'],['Energy Star Heating System'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2832,Multi family,2013,05/15/2020,['Center City'],['0'],53.0
369,1501 S 47th St,Philadelphia,PA,19143,197000,1446,960,3,[''],7,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,983,Multi family,1940,05/16/2020,['Southwest Philadelphia'],['0'],53.0
370,1317 S Ringgold St,Philadelphia,PA,19146,330000,1608,825,1,1,2,[],[],['Central A/C'],['Forced Air Heating'],[],[],"['High School: SOUTH PHILADELPHIA ', 'High School: SOUTH PHILADELPHIA']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1643,[],1923,[],['South Philadelphia'],['0'],53.0
371,8640 Ditman St,Philadelphia,PA,19136,207000,1440,1599,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2105,Multi family,1960,05/16/2020,['North Delaware'],['0'],53.0
372,2321 Almond St,Philadelphia,PA,19125,274000,1154,974,2,[''],3,[],[],[],['Radiant'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2773,Multi family,1875,05/16/2020,['River Wards'],['0'],53.0
373,2224 Carpenter St,Philadelphia,PA,19146,450000,1455,855,2,1,3,[],11,['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4930,Multi family,1925,05/16/2020,['Center City'],['0'],53.0
374,2710 Devereaux Ave,Philadelphia,PA,19149,170000,1152,[],1,1,3,[],[],[],[],[],[],[],[],[],Multi family,1950,05/16/2020,['North Delaware'],[],
375,2015 E Firth St,Philadelphia,PA,19125,245900,1050,821,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2185,Multi family,1875,05/16/2020,['River Wards'],['0'],53.0
376,873 N Pennock St,Philadelphia,PA,19130,411330,1104,1016,1,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,5231,Multi family,1935,05/15/2020,['Center City'],['0'],53.0
377,9237 Cambridge St,Philadelphia,PA,19114,427000,2433,2499,2,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,330,Single family,[],05/16/2020,['Torresdale'],['0'],53.0
378,1506 N Myrtlewood St,Philadelphia,PA,19121,280000,1068,777,1,1,2,[],[],['Central A/C'],['Forced Air Heating'],"['Elementary School: EDWARD GIDEON ', 'Elementary School: EDWARD GIDEON']",[],"['High School: STRAWBERRY MANSION ', 'High School: STRAWBERRY MANSION']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,248,Multi family,1925,05/16/2020,['Lower North'],['0'],53.0
379,151 Emily St,Philadelphia,PA,19148,229000,1010,587,1,[''],2,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2591,Multi family,1905,05/17/2020,['South Philadelphia'],['0'],53.0
380,3714 Bellaire Rd,Philadelphia,PA,19154,250000,1368,1620,2,2,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2795,Multi family,1965,05/16/2020,['Far Northeast Philadelphia'],['0'],53.0
381,520 Kater St Unit D5,Philadelphia,PA,19147,565000,1633,[],2,1,2,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1394,Condo,2018,05/16/2020,[],['306'],53.0
382,4518 Hurley St,Philadelphia,PA,19120,62500,1050,1268,1,1,3,[],[],[],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,697,Multi family,1942,05/15/2020,['Upper North Philadelphia'],['0'],53.0
383,9825 Cowden St,Philadelphia,PA,19115,250000,1720,2800,2,1,3,[],11,['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3122,Single family,1965,05/16/2020,['Bustleton'],['0'],53.0
384,3353 Ainslie St,Philadelphia,PA,19129,179000,1056,1384,1,[''],3,[],[],[],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2569,Multi family,1945,05/17/2020,['Upper Northwest'],['0'],53.0
385,6438 Lawnton St,Philadelphia,PA,19128,289000,1216,2751,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3264,Single family,1950,05/15/2020,['Lower Northwest'],['0'],53.0
386,850 E Thompson St,Philadelphia,PA,19125,377500,2202,1530,1,1,4,[],[],['Central A/C'],['Hot Water'],"['Elementary School: ALEXANDER ADAIRE ', 'Elementary School: ALEXANDER ADAIRE']",[],"['High School: PENN TREATY ', 'High School: PENN TREATY']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4388,Multi family,1925,05/15/2020,['River Wards'],['0'],53.0
387,5646 Haddington St,Philadelphia,PA,19131,149000,1140,1124,1,1,3,[],[],[],['Radiator'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,960,Multi family,1925,05/15/2020,['West Philadelphia'],['0'],53.0
388,5112 N 3rd St,Philadelphia,PA,19120,57000,1100,1762,1,[''],3,[],[],[],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1097,Multi family,1900,05/15/2020,['Olney'],['0'],53.0
389,4946 N 7th St,Philadelphia,PA,19120,85000,1200,1055,1,[''],3,[],[],[],['Radiator'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1067,Multi family,1935,05/15/2020,['Olney'],['0'],53.0
390,4648 Hurley St,Philadelphia,PA,19120,55000,1024,1152,1,[''],3,[],[],[],['Radiator'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,679,Multi family,1942,05/15/2020,['Upper North Philadelphia'],['0'],53.0
391,2030 N Orianna St,Philadelphia,PA,19122,60000,[],686,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,221,Single family,[],05/15/2020,['Lower North'],['0'],53.0
392,7615 Huron St,Philadelphia,PA,19118,500000,[],17425,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,[],[],[],[],[],['0'],53.0
393,123 W Highland Ave,Philadelphia,PA,19118,549000,1665,4361,1,1,3,[],[],['Window Unit(s)'],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,6954,Single family,1840,05/15/2020,['Chestnut Hill'],['0'],53.0
394,1914 Lansing St,Philadelphia,PA,19111,235000,1486,2813,1,1,3,[],[],['Ceiling Fan(s)'],['Radiator'],"['Elementary School: RHAWNHURST ', 'Elementary School: RHAWNHURST']","['Middle School: WOODROW WILSON ', 'Middle School: WOODROW WILSON']","['High School: N', 'High School: N']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2352,Single family,1925,05/15/2020,['Rhawnhurst'],['0'],53.0
395,1315 Pine St,Philadelphia,PA,19107,1470000,2316,1080,4,1,3,[],11,['Central A/C'],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,13400,Multi family,1900,05/15/2020,['Center City'],['0'],53.0
396,2226 N 15th St,Philadelphia,PA,19132,256000,1632,1461,2,1,3,[],[],['Ceiling Fan(s)'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1527,Multi family,1925,05/15/2020,['Lower North'],['0'],53.0
397,2291 Bryn Mawr Ave,Philadelphia,PA,19131,620000,4598,36438,3,1,5,[],11,['Central A/C'],['Radiator'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,5792,Single family,1925,05/15/2020,['West Philadelphia'],['0'],53.0
398,6907 Lawnton St,Philadelphia,PA,19128,400500,2526,10096,2,1,4,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3381,Single family,1960,05/15/2020,['Upper Roxborough'],['0'],53.0
399,4926 N 17th St,Philadelphia,PA,19141,110000,1208,1071,1,1,3,[],[],[],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1027,Multi family,1925,05/15/2020,['Logan'],['0'],53.0
400,726 Disston St,Philadelphia,PA,19111,220000,1260,3036,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2258,Single family,1950,05/15/2020,['Oxford Circle'],['0'],53.0
401,250810 Grays Ferry Ave Unit 5,Philadelphia,PA,19146,699900,1800,2232,3,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,[],[],2020,[],[],['100'],53.0
402,2125 Titan St,Philadelphia,PA,19146,270000,1036,647,1,1,2,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3800,Multi family,1920,05/16/2020,['South Philadelphia'],['0'],53.0
403,1512 Frankford Ave Apt 1,Philadelphia,PA,19125,470000,1972,[],3,1,3,[],11,['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,805,Commercial,2016,05/17/2020,['River Wards'],['167'],53.0
404,519 Manton St,Philadelphia,PA,19147,380000,1780,819,2,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1728,Multi family,2014,05/15/2020,['South Philadelphia'],['0'],53.0
405,7314 N 20th St,Philadelphia,PA,19138,141000,1338,1806,1,[''],3,[],[],[],['Radiator'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1887,Multi family,1925,05/15/2020,['West Oak Lane'],['0'],53.0
406,2137 N Darien St,Philadelphia,PA,19122,320000,[],566,3,[''],4,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,158,Single family,2020,05/15/2020,['Lower North'],['0'],53.0
407,2823 S 12th St,Philadelphia,PA,19148,302000,987,823,2,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2798,Multi family,1960,05/17/2020,['South Philadelphia'],['0'],53.0
408,1704 Wallace St Apt 101,Philadelphia,PA,19130,218000,837,[],1,[''],1,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3322,Condo,1900,05/17/2020,['Center City'],['152'],53.0
409,2159 Friendship St,Philadelphia,PA,19149,250000,1170,1710,1,1,3,[],[],['Central A/C'],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2033,Multi family,1950,05/15/2020,['Oxford Circle'],['0'],53.0
410,4822 N Mascher St,Philadelphia,PA,19120,130000,1200,2556,1,1,3,[],[],['Window Unit(s)'],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,974,Multi family,1930,05/15/2020,['Upper North Philadelphia'],['0'],53.0
411,893 Brill St,Philadelphia,PA,19124,124900,1034,1067,2,[''],4,[],[],[],['Hot Water'],[],"['Middle School: GILBERT SPRUANCE SCHOOL ', 'Middle School: GILBERT SPRUANCE SCHOOL']","['High School: SAMUEL S', 'High School: SAMUEL S']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1089,Multi family,1940,05/16/2020,['Near Northeast Philadelphia'],['0'],53.0
412,5314 Claridge St,Philadelphia,PA,19124,125000,1034,1453,1,[''],3,[],[],[],['Hot Water'],"['Elementary School: THOMAS CREIGHTON SCHOOL ', 'Elementary School: THOMAS CREIGHTON SCHOOL']","['Middle School: THOMAS CREIGHTON SCHOOL ', 'Middle School: THOMAS CREIGHTON SCHOOL']","['High School: SAMUEL S', 'High School: SAMUEL S']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1345,Multi family,1950,05/16/2020,['Lawndale'],['0'],53.0
413,1426 Dickinson St,Philadelphia,PA,19146,265000,1696,1120,2,[''],4,[],[],[],['Baseboard '],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2653,Multi family,1923,05/16/2020,['South Philadelphia'],['0'],53.0
414,4864 Smick St,Philadelphia,PA,19127,261000,1204,1771,1,1,2,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2791,Multi family,1992,05/15/2020,['Germany Hill'],['0'],53.0
415,2412 N 13th St,Philadelphia,PA,19133,80000,1114,696,1,[''],3,[],[],[],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,546,Multi family,1920,05/17/2020,['Lower North'],['0'],53.0
416,3318 N 2nd St,Philadelphia,PA,19140,35000,1120,[],1,[''],3,[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,504,Multi family,1920,05/15/2020,['Kensington'],['0'],53.0
417,4712 Sansom St,Philadelphia,PA,19139,200000,1260,1099,1,[''],3,[],[],['Window Unit(s)'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2028,Multi family,1925,05/16/2020,['West Philadelphia'],['0'],53.0
418,1530 Federal St,Philadelphia,PA,19146,240555,1606,951,[],[],0,[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,5209,Multi family,1915,05/16/2020,['South Philadelphia'],[],53.0
419,5853 Addison St,Philadelphia,PA,19143,78500,1088,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Cobbs Creek'],[],
420,1938 W Sparks St,Philadelphia,PA,19141,121503,1180,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/15/2020,['Ogontz'],[],
421,1414 S Penn Sq Unit 25F,Philadelphia,PA,19102,1250000,1645,[],2,[''],[],[],[],[],[],[],[],[],[],[],Condo,2009,05/17/2020,[],[],
422,2964 N Lawrence St,Philadelphia,PA,19133,[],700,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Upper North Philadelphia'],[],
423,3129 N 22nd St,Philadelphia,PA,19132,315000,4928,[],[],[],[],[],[],[],[],[],[],[],[],[],Commercial,1920,05/16/2020,[],[],
424,918 Sigel St,Philadelphia,PA,19148,198000,678,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['South Philadelphia'],[],
425,4601 Old York Rd,Philadelphia,PA,19140,158000,2303,[],1,[''],[],[],[],[],[],[],[],[],[],[],Single family,1935,05/15/2020,['Logan'],[],
426,1057 Levick St,Philadelphia,PA,19111,181000,1278,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1949,05/15/2020,['Oxford Circle'],[],
427,810 Manatawna Ave,Philadelphia,PA,19128,125000,1818,[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,1925,05/15/2020,[],[],
428,6613 Cottage St,Philadelphia,PA,19135,160000,1138,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1950,05/15/2020,['North Delaware'],[],
429,6703 Wissahickon Ave,Philadelphia,PA,19119,375000,2288,[],2,[''],[],[],[],[],[],[],[],[],[],[],Single family,1925,05/16/2020,['Upper Northwest'],[],
430,7418 Drexel Rd,Philadelphia,PA,19151,126000,1260,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1949,05/16/2020,['West Philadelphia'],[],
431,413 W Ashdale St,Philadelphia,PA,19120,112000,1350,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1930,05/15/2020,['Olney'],[],
432,1239 Wolf St,Philadelphia,PA,19148,339000,1390,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/17/2020,['South Philadelphia'],[],
433,3102 S 17th St,Philadelphia,PA,19145,350000,1152,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1960,05/16/2020,[],[],
434,2966 N Lawrence St,Philadelphia,PA,19133,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/15/2020,['Upper North Philadelphia'],[],
